sample_id,npy_idx,excel_pos,cation,anion,refrigerant,T_K,P_MPa,x1,anion_smiles,cation_smiles,refri_smiles,sheet,ae_a,ae_b,delta_ae,pred_a,pred_b
[hmim]__[FEP]__R161__333.1__0.077,1566,1566,[hmim],[FEP],R161,333.1,0.077,0.0701,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs,0.02142493000000001,0.01621971,0.00520522000000001,0.09152493,0.08631971
[hmim]__[FEP]__R152a__293.2__0.031,1578,1578,[hmim],[FEP],R152a,293.2,0.031,0.1095,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs,0.06558570000000001,0.049298350000000005,0.016287350000000006,0.1750857,0.15879835
[hmim]__[FEP]__R152a__323.2__0.059,1596,1596,[hmim],[FEP],R152a,323.2,0.059,0.0852,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs,0.02767443,0.015369670000000002,0.012304759999999998,0.11287443,0.10056967
[hmim]__[FEP]__R152a__333.2__0.286,1605,1605,[hmim],[FEP],R152a,333.2,0.286,0.311,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs,0.0015817399999999981,0.0006832999999999978,0.0008984400000000003,0.30941826,0.3116833
[hmim]__[FEP]__R152a__343.2__0.079,1608,1608,[hmim],[FEP],R152a,343.2,0.079,0.0691,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs,0.024373500000000006,0.013651010000000005,0.010722490000000001,0.0934735,0.08275101
[hmim]__[FEP]__R134__283.1__0.2,1618,1618,[hmim],[FEP],R134,283.1,0.2,0.689,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs,0.031752400000000014,0.00937829999999995,0.022374100000000063,0.7207524,0.6796217
[hmim]__[FEP]__R134__298.08__0.05,1622,1622,[hmim],[FEP],R134,298.08,0.05,0.16,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs,0.016169619999999996,0.014258469999999995,0.0019111500000000003,0.17616962,0.17425847
[hmim]__[FEP]__R134__298.02__0.15,1624,1624,[hmim],[FEP],R134,298.02,0.15,0.403,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs,0.011401439999999985,0.014799600000000024,-0.003398160000000039,0.41440144,0.3882004
[hmim]__[FEP]__R134__298.14__0.3,1627,1627,[hmim],[FEP],R134,298.14,0.3,0.656,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs,0.04793186999999999,0.018789969999999934,0.029141900000000054,0.70393187,0.67478997
[hmim]__[FEP]__R125__298.15__0.2,1647,1647,[hmim],[FEP],R125,298.15,0.2,0.142,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,0.028983080000000022,0.025519750000000008,0.0034633300000000145,0.17098308,0.16751975
[hmim]__[PF6]__R134a__298__0.304,1680,1680,[hmim],[PF6],R134a,298.0,0.304,0.3093,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.012064099999999967,0.03108835999999998,-0.019024260000000015,0.3213641,0.34038836
[hmim]__[PF6]__R134a__323__0.34,1685,1685,[hmim],[PF6],R134a,323.0,0.3399999999999999,0.1659,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.017215019999999998,0.007789469999999993,0.009425550000000005,0.14868498,0.15811053
[hmim]__[Tf2N]__R32__302.7__0.1144,1698,1698,[hmim],[Tf2N],R32,302.7,0.1144,0.1114,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.0014881860000000025,0.0010334999999999928,0.0004546860000000097,0.109911814,0.1103665
[hmim]__[Tf2N]__R32__323.6__0.1615,1712,1712,[hmim],[Tf2N],R32,323.6,0.1615,0.1013,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.002381590000000003,0.005181339999999993,-0.0027997499999999897,0.10368159,0.10648134
[hmim]__[Tf2N]__R32__342.9__0.3815,1727,1727,[hmim],[Tf2N],R32,342.9,0.3815,0.1687,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.0018384400000000245,0.004484870000000002,-0.0026464299999999774,0.17053844,0.17318487
[hmim]__[Tf2N]__R32__344.1__1.1307,1731,1731,[hmim],[Tf2N],R32,344.1,1.1307,0.4046,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.00217537000000001,0.008360240000000019,-0.006184870000000009,0.40242463,0.39623976
[hmim]__[Tf2N]__R161__312.3__0.1832,1745,1745,[hmim],[Tf2N],R161,312.3,0.1832,0.1835,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs,0.009508420000000017,0.01757818,-0.008069759999999981,0.19300842,0.20107818
[hmim]__[Tf2N]__R161__323.1__0.1652,1754,1754,[hmim],[Tf2N],R161,323.1,0.1652,0.1335,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs,0.0071981499999999865,0.00940494,-0.002206790000000014,0.14069815,0.14290494
[hmim]__[Tf2N]__R161__322.9__0.3265,1757,1757,[hmim],[Tf2N],R161,322.9,0.3265,0.2792,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs,0.003973170000000026,0.00663322999999999,-0.002660059999999964,0.27522683,0.27256677
[hmim]__[Tf2N]__R161__332.2__0.1114,1763,1763,[hmim],[Tf2N],R161,332.2,0.1114,0.0765,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs,0.005498959999999997,0.0023883100000000046,0.0031106499999999926,0.08199896,0.07888831
[hmim]__[Tf2N]__R161__343__0.673,1781,1781,[hmim],[Tf2N],R161,343.0,0.673,0.3567,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs,0.011763930000000034,0.01653910000000003,-0.004775169999999995,0.34493607,0.3401609
[hmim]__[Tf2N]__R152a__303.2__0.1154,1786,1786,[hmim],[Tf2N],R152a,303.2,0.1154,0.2122,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs,0.012370760000000008,0.0019918200000000053,0.010378940000000003,0.19982924,0.21020818
[hmim]__[Tf2N]__R152a__322.3__0.2096,1799,1799,[hmim],[Tf2N],R152a,322.3,0.2096,0.2402,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs,0.021674289999999985,0.0007830100000000006,0.020891279999999984,0.21852571,0.24098301
[hmim]__[Tf2N]__R152a__343.4__0.3074,1811,1811,[hmim],[Tf2N],R152a,343.4,0.3074,0.2247,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs,0.006883170000000022,0.010866779999999993,-0.003983609999999971,0.21781683,0.23556678
[hmim]__[Tf2N]__R143a__303.5__0.2,1813,1813,[hmim],[Tf2N],R143a,303.5,0.2,0.0896,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)(F)F,Table S3. VLE HFCs,0.005593859999999992,0.0002447250000000012,0.005349134999999991,0.08400614,0.089355275
[hmim]__[Tf2N]__R143a__303.5__0.448,1815,1815,[hmim],[Tf2N],R143a,303.5,0.448,0.1936,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)(F)F,Table S3. VLE HFCs,0.0032536999999999983,0.0001411000000000051,0.003112599999999993,0.1968537,0.1937411
[hmim]__[Tf2N]__R143a__323.2__0.58,1832,1832,[hmim],[Tf2N],R143a,323.2,0.58,0.1745,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)(F)F,Table S3. VLE HFCs,0.0034315800000000174,0.005900970000000005,-0.002469389999999988,0.17793158,0.18040097
[hmim]__[Tf2N]__R143a__332.8__1.381,1845,1845,[hmim],[Tf2N],R143a,332.8,1.381,0.3028,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)(F)F,Table S3. VLE HFCs,0.01975483,0.017166320000000013,0.0025885099999999883,0.28304517,0.28563368
[hmim]__[Tf2N]__R134a__298__0.523,1862,1862,[hmim],[Tf2N],R134a,298.0,0.523,0.6724,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.020186200000000043,0.03936994000000005,-0.019183740000000005,0.6522138,0.63303006
[hmim]__[Tf2N]__R134a__323__0.506,1870,1870,[hmim],[Tf2N],R134a,323.0,0.506,0.3577,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.011429000000000022,0.0035525499999999877,0.007876450000000035,0.346271,0.36125255
[hmim]__[Tf2N]__R134a__323__0.612,1871,1871,[hmim],[Tf2N],R134a,323.0,0.612,0.4223,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.008155330000000016,0.0002362499999999934,0.007919080000000023,0.41414467,0.42253625
[hmim]__[Tf2N]__R134a__323__1.062,1875,1875,[hmim],[Tf2N],R134a,323.0,1.0619999999999998,0.6807,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.04167779999999999,0.038141659999999966,0.003536140000000021,0.6390222,0.64255834
[hmim]__[Tf2N]__R125__303.5__0.5435,1899,1899,[hmim],[Tf2N],R125,303.5,0.5435,0.3282,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,0.030113100000000004,0.02332152999999998,0.0067915700000000245,0.2980869,0.30487847
[hmim]__[Tf2N]__R125__332.5__0.6893,1915,1915,[hmim],[Tf2N],R125,332.5,0.6893,0.2135,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,0.008975070000000002,0.011034440000000006,-0.002059370000000005,0.20452493,0.20246556
[hmim]__[Tf2N]__R125__342.8__0.5486,1920,1920,[hmim],[Tf2N],R125,342.8,0.5486,0.1399,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,0.005737419999999993,0.001405500000000004,0.004331919999999989,0.14563742,0.1413055
[hmim]__[Tf2N]__R245fa__303.15__0.031,1925,1925,[hmim],[Tf2N],R245fa,303.15,0.031,0.097,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)CC(F)F,Table S3. VLE HFCs,0.018231289999999997,0.02197629999999999,-0.003745009999999993,0.11523129,0.1189763
[hmim]__[Tf2N]__R245fa__323.15__0.046,1937,1937,[hmim],[Tf2N],R245fa,323.15,0.046,0.089,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)CC(F)F,Table S3. VLE HFCs,0.010636130000000008,0.012429015000000002,-0.001792884999999994,0.09963613,0.101429015
[hmim]__[Tf2N]__R245fa__323.15__0.091,1940,1940,[hmim],[Tf2N],R245fa,323.15,0.091,0.166,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)CC(F)F,Table S3. VLE HFCs,0.030463690000000015,0.024138679999999996,0.00632501000000002,0.13553631,0.14186132
[hmim]__[Tf2N]__R236fa__303.15__0.139,1959,1959,[hmim],[Tf2N],R236fa,303.15,0.139,0.279,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)CC(F)(F)F,Table S3. VLE HFCs,0.04877685000000004,0.03572777000000002,0.013049080000000018,0.23022315,0.24327223
[hmim]__[Tf2N]__R236fa__323.15__0.086,1967,1967,[hmim],[Tf2N],R236fa,323.15,0.086,0.101,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)CC(F)(F)F,Table S3. VLE HFCs,0.005487439999999996,0.01703507,-0.011547630000000003,0.10648744,0.11803507
[hmim]__[Tf2N]__R236fa__333.15__0.267,1977,1977,[hmim],[Tf2N],R236fa,333.15,0.267,0.232,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)CC(F)(F)F,Table S3. VLE HFCs,0.04067004000000002,0.013293150000000004,0.027376890000000015,0.19132996,0.21870685
[hmim]__[Tf2N]__R227ea__303.15__0.21,1988,1988,[hmim],[Tf2N],R227ea,303.15,0.21,0.25,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)C(F)C(F)(F)F,Table S3. VLE HFCs,0.017826800000000004,0.020897339999999986,-0.0030705399999999827,0.2321732,0.22910266
[hmim]__[Tf2N]__R227ea__313.15__0.298,1995,1995,[hmim],[Tf2N],R227ea,313.15,0.298,0.262,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)C(F)C(F)(F)F,Table S3. VLE HFCs,0.027272800000000014,0.02358026000000002,0.003692539999999994,0.2347272,0.23841974
[hmim]__[Tf2N]__R227ea__333.15__0.24,2004,2004,[hmim],[Tf2N],R227ea,333.15,0.24,0.122,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)C(F)C(F)(F)F,Table S3. VLE HFCs,0.01868104999999999,0.006586559999999991,0.01209449,0.10331895,0.11541344
[C7mim]__[TFES]__R32__298.15__0.5497,2018,2018,[C7mim],[TFES],R32,298.15,0.5497,0.374,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.0071138000000000035,8.310000000000262e-05,0.007030700000000001,0.3811138,0.3740831
[omim]__[BEI]__R134a__343__0.049913,2035,2035,[omim],[BEI],R134a,343.0,0.049913,0.03736,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.002108348000000003,0.009762464000000005,-0.0076541160000000025,0.039468348,0.047122464
[omim]__[BEI]__R134a__343__0.298714,2038,2038,[omim],[BEI],R134a,343.0,0.298714,0.1995,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.0071305400000000185,0.009909639999999997,-0.002779099999999979,0.19236946,0.18959036
[omim]__[I]__R32__298__0.24971,2042,2042,[omim],[I],R32,298.0,0.24971,0.118,[I-],C(CCCCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.008195499999999994,0.0034275060000000107,0.004767993999999984,0.1261955,0.121427506
[omim]__[Tf2N]__R134a__303__0.024892,2048,2048,[omim],[Tf2N],R134a,303.0,0.024892,0.03535,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.007636043000000002,0.018035259999999997,-0.010399216999999995,0.042986043,0.05338526
[omim]__[Tf2N]__R134a__343__0.024837,2060,2060,[omim],[Tf2N],R134a,343.0,0.024837,0.01607,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.006359816000000001,0.015519694,-0.009159878,0.022429816,0.031589694
[omim]__[TFES]__R23__298.1__1.0007,2078,2078,[omim],[TFES],R23,298.1,1.0007,0.268,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCCC)[N+]1=CN(C=C1)C,C(F)(F)F,Table S3. VLE HFCs,0.0006205400000000028,0.01622383999999999,-0.015603299999999987,0.26737946,0.25177616
[omim]__[TFES]__R23__298.1__0.4999,2080,2080,[omim],[TFES],R23,298.1,0.4999,0.145,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCCC)[N+]1=CN(C=C1)C,C(F)(F)F,Table S3. VLE HFCs,0.01791972,0.00701657,0.01090315,0.16291972,0.13798343
[omim]__[TFES]__R23__298.1__0.25,2081,2081,[omim],[TFES],R23,298.1,0.25,0.075,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCCC)[N+]1=CN(C=C1)C,C(F)(F)F,Table S3. VLE HFCs,0.0011859060000000005,0.00021085999999999328,0.0009750460000000072,0.073814094,0.07478914
[omim]__[TFES]__R23__323.1__1.5009,2095,2095,[omim],[TFES],R23,323.1,1.5009,0.262,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCCC)[N+]1=CN(C=C1)C,C(F)(F)F,Table S3. VLE HFCs,0.007172469999999986,0.03345258000000001,-0.026280110000000023,0.25482753,0.22854742
[doim]__[I]__R32__298__1.00024,2110,2110,[doim],[I],R32,298.0,1.00024,0.468,[I-],CCCCCCCCn1cc[n+](CCCCCCCC)c1,C(F)F,Table S3. VLE HFCs,0.023480870000000043,0.04975057000000005,-0.026269700000000007,0.44451913,0.41824943
[C8H4F13C1im]__[BEI]__R134a__323__0.199951,2120,2120,[C8H4F13C1im],[BEI],R134a,323.0,0.199951,0.20583,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs,0.00495615000000002,0.0035747500000000154,0.0013814000000000048,0.20087385,0.20225525
[C8H4F13C1im]__[BEI]__R134a__343__0.024864,2123,2123,[C8H4F13C1im],[BEI],R134a,343.0,0.024864,0.02158,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs,0.014970105000000001,0.010566000000000002,0.0044041049999999984,0.036550105,0.032146
[C8H4F13C1im]__[Tf2N]__R134a__303__0.19885,2132,2132,[C8H4F13C1im],[Tf2N],R134a,303.0,0.19885,0.28974,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs,0.021252839999999995,0.021054479999999987,0.00019836000000000853,0.26848716,0.26868552
[C8H4F13C1im]__[Tf2N]__R134a__303__0.34931,2134,2134,[C8H4F13C1im],[Tf2N],R134a,303.0,0.34931,0.4586,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs,0.029555720000000008,0.017088429999999988,0.01246729000000002,0.42904428,0.44151157
[dmim]__[TFES]__R32__298.15__0.5481,2151,2151,[dmim],[TFES],R32,298.15,0.5481,0.357,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.03287315000000002,0.018091140000000006,0.014782010000000012,0.38987315,0.37509114
[dmpim]__[Tf2N]__R32__298.15__1.0011,2162,2162,[dmpim],[Tf2N],R32,298.15,1.0011,0.6509999999999999,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs,0.002408060000000045,0.006028570000000011,-0.0036205099999999657,0.64859194,0.64497143
[dmpim]__[TMeM]__R32__283.15__0.6997,2168,2168,[dmpim],[TMeM],R32,283.15,0.6997,0.7,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs,0.04032093999999997,0.04805319999999991,-0.007732259999999935,0.65967906,0.6519468
[dmpim]__[TMeM]__R32__348.05__0.0094,2186,2186,[dmpim],[TMeM],R32,348.05,0.0094,0.0,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs,0.007373832,0.011561021,-0.004187188999999999,0.007373832,0.011561021
[dmpim]__[TMeM]__R32__348.05__0.2504,2188,2188,[dmpim],[TMeM],R32,348.05,0.2504,0.088,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs,0.019447684000000007,0.018346680000000004,0.0011010040000000026,0.107447684,0.10634668
[dmpim]__[TMeM]__R134__323.13__0.1,2211,2211,[dmpim],[TMeM],R134,323.13,0.1,0.145,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,FC(F)C(F)F,Table S3. VLE HFCs,0.00837483,0.010737859999999988,-0.002363029999999988,0.13662517,0.13426214
[dmpim]__[TMeM]__R134__323.11__0.15,2212,2212,[dmpim],[TMeM],R134,323.11,0.15,0.215,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,FC(F)C(F)F,Table S3. VLE HFCs,0.008977230000000003,0.010921239999999999,-0.001944009999999996,0.20602277,0.20407876
[dmpim]__[TMeM]__R134__323.1__0.2,2213,2213,[dmpim],[TMeM],R134,323.1,0.2,0.278,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,FC(F)C(F)F,Table S3. VLE HFCs,0.006974000000000036,0.004123750000000037,0.0028502499999999986,0.271026,0.27387625
[empy]__[PFBS]__R32__303.15__0.2507,2228,2228,[empy],[PFBS],R32,303.15,0.2507,0.2003,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],CC[n+]1cccc(C)c1,C(F)F,Table S3. VLE HFCs,0.0016350700000000162,0.0019621999999999973,-0.00032712999999998105,0.19866493,0.2022622
[empy]__[PFBS]__R134a__303.15__0.4017,2242,2242,[empy],[PFBS],R134a,303.15,0.4017,0.4176,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],CC[n+]1cccc(C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs,0.0017192999999999792,0.012110099999999957,-0.010390799999999978,0.4193193,0.4297101
[empy]__[PFBS]__R125__303.15__0.3499,2251,2251,[empy],[PFBS],R125,303.15,0.3499,0.2687,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],CC[n+]1cccc(C)c1,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,0.002935999999999994,0.01674123999999999,-0.013805239999999996,0.265764,0.25195876
[pmpy]__[Tf2N]__R32__298.05__0.8496,2268,2268,[pmpy],[Tf2N],R32,298.05,0.8496,0.58,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC(=CC=C1)C,C(F)F,Table S3. VLE HFCs,0.0019613000000000547,0.01569462999999993,-0.013733329999999877,0.5819613,0.56430537
[pmpy]__[Tf2N]__R32__348.05__0.1002,2279,2279,[pmpy],[Tf2N],R32,348.05,0.1002,0.037,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC(=CC=C1)C,C(F)F,Table S3. VLE HFCs,0.010696646000000004,0.011193477,-0.0004968309999999962,0.047696646,0.048193477
[pmpy]__[Tf2N]__R32__348.05__0.2502,2280,2280,[pmpy],[Tf2N],R32,348.05,0.2502,0.09,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC(=CC=C1)C,C(F)F,Table S3. VLE HFCs,0.0020332200000000022,0.012978360000000008,-0.010945140000000006,0.09203322,0.10297836
