sample_id,npy_idx,cation,anion,refrigerant,T_K,P_MPa,x1,pair,split_composite,split_star
[bmim]__[SCN]__R125__298.15__0.2,1275,[bmim],[SCN],R125,298.15,0.2,0.013,BMIM__SCN,train,train
[bmim]__[SCN]__R125__298.15__0.4,1276,[bmim],[SCN],R125,298.15,0.4,0.031,BMIM__SCN,train,train
[bmim]__[SCN]__R125__298.15__0.6,1277,[bmim],[SCN],R125,298.15,0.6,0.053,BMIM__SCN,train,train
[bmim]__[SCN]__R125__298.15__0.8,1278,[bmim],[SCN],R125,298.15,0.8,0.077,BMIM__SCN,val,train
[bmim]__[SCN]__R125__298.15__1,1279,[bmim],[SCN],R125,298.15,1.0,0.105,BMIM__SCN,train,train
[bmim]__[TFES]__R32__298.15__0.0097,1280,[bmim],[TFES],R32,298.15,0.0097,0.0069999999999999,BMIM__TFES,train,train
[bmim]__[TFES]__R32__298.15__0.0999,1281,[bmim],[TFES],R32,298.15,0.0999,0.072,BMIM__TFES,train,train
[bmim]__[TFES]__R32__298.15__0.25,1282,[bmim],[TFES],R32,298.15,0.25,0.172,BMIM__TFES,train,train
[bmim]__[TFES]__R32__298.15__0.3972,1283,[bmim],[TFES],R32,298.15,0.3972,0.263,BMIM__TFES,train,train
[bmim]__[TFES]__R32__298.15__0.5484,1284,[bmim],[TFES],R32,298.15,0.5484,0.345,BMIM__TFES,train,train
[bmim]__[TFES]__R32__298.15__0.6995,1285,[bmim],[TFES],R32,298.15,0.6995,0.42,BMIM__TFES,train,train
[bmim]__[TFES]__R32__298.15__0.8481,1286,[bmim],[TFES],R32,298.15,0.8481,0.49,BMIM__TFES,train,train
[bmim]__[TFES]__R32__298.15__0.9989,1287,[bmim],[TFES],R32,298.15,0.9989,0.556,BMIM__TFES,val,train
[bmim]__[TPES]__R32__298.15__0.0095,1288,[bmim],[TPES],R32,298.15,0.0095,0.01,BMIM__TPES,val,train
[bmim]__[TPES]__R32__298.15__0.1001,1289,[bmim],[TPES],R32,298.15,0.1001,0.102,BMIM__TPES,train,train
[bmim]__[TPES]__R32__298.15__0.2496,1290,[bmim],[TPES],R32,298.15,0.2496,0.237,BMIM__TPES,train,train
[bmim]__[TPES]__R32__298.15__0.3995,1291,[bmim],[TPES],R32,298.15,0.3995,0.348,BMIM__TPES,train,train
[bmim]__[TPES]__R32__298.15__0.5494,1292,[bmim],[TPES],R32,298.15,0.5494,0.445,BMIM__TPES,train,train
[bmim]__[TPES]__R32__298.15__0.6994,1293,[bmim],[TPES],R32,298.15,0.6994,0.529,BMIM__TPES,train,train
[bmim]__[TPES]__R32__298.15__0.8495,1294,[bmim],[TPES],R32,298.15,0.8495,0.605,BMIM__TPES,train,train
[bmim]__[TPES]__R32__298.15__0.9994,1295,[bmim],[TPES],R32,298.15,0.9994,0.674,BMIM__TPES,train,train
[bmim]__[TPES]__R134a__283.15__0.0102,1296,[bmim],[TPES],R134a,283.15,0.0102,0.0279999999999999,BMIM__TPES,train,train
[bmim]__[TPES]__R134a__283.1__0.0504,1297,[bmim],[TPES],R134a,283.1,0.0504,0.132,BMIM__TPES,train,train
[bmim]__[TPES]__R134a__283.15__0.1004,1298,[bmim],[TPES],R134a,283.15,0.1004,0.253,BMIM__TPES,train,train
[bmim]__[TPES]__R134a__283.1__0.1503,1299,[bmim],[TPES],R134a,283.1,0.1503,0.363,BMIM__TPES,train,train
[bmim]__[TPES]__R134a__283.05__0.2002,1300,[bmim],[TPES],R134a,283.05,0.2002,0.466,BMIM__TPES,train,train
[bmim]__[TPES]__R134a__283.1__0.2502,1301,[bmim],[TPES],R134a,283.1,0.2502,0.568,BMIM__TPES,train,train
[bmim]__[TPES]__R134a__283.1__0.3004,1302,[bmim],[TPES],R134a,283.1,0.3004,0.6729999999999999,BMIM__TPES,val,val
[bmim]__[TPES]__R134a__283.1__0.3504,1303,[bmim],[TPES],R134a,283.1,0.3504,0.7979999999999999,BMIM__TPES,train,train
[bmim]__[TPES]__R134a__298.05__0.0103,1304,[bmim],[TPES],R134a,298.05,0.0103,0.018,BMIM__TPES,train,train
[bmim]__[TPES]__R134a__298.1__0.0503,1305,[bmim],[TPES],R134a,298.1,0.0503,0.084,BMIM__TPES,val,train
[bmim]__[TPES]__R134a__298.1__0.1002,1306,[bmim],[TPES],R134a,298.1,0.1002,0.162,BMIM__TPES,train,val
[bmim]__[TPES]__R134a__298.1__0.1502,1307,[bmim],[TPES],R134a,298.1,0.1502,0.236,BMIM__TPES,train,train
[bmim]__[TPES]__R134a__298.05__0.2003,1308,[bmim],[TPES],R134a,298.05,0.2003,0.304,BMIM__TPES,train,train
[bmim]__[TPES]__R134a__298.1__0.2504,1309,[bmim],[TPES],R134a,298.1,0.2504,0.368,BMIM__TPES,val,train
[bmim]__[TPES]__R134a__298.1__0.3003,1310,[bmim],[TPES],R134a,298.1,0.3003,0.431,BMIM__TPES,train,train
[bmim]__[TPES]__R134a__298.1__0.3501,1311,[bmim],[TPES],R134a,298.1,0.3501,0.494,BMIM__TPES,train,train
[bmim]__[TPES]__R134a__323.15__0.0104,1312,[bmim],[TPES],R134a,323.15,0.0104,0.011,BMIM__TPES,train,train
[bmim]__[TPES]__R134a__323.15__0.0503,1313,[bmim],[TPES],R134a,323.15,0.0503,0.045,BMIM__TPES,train,train
[bmim]__[TPES]__R134a__323.15__0.1002,1314,[bmim],[TPES],R134a,323.15,0.1002,0.087,BMIM__TPES,train,train
[bmim]__[TPES]__R134a__323.15__0.1502,1315,[bmim],[TPES],R134a,323.15,0.1502,0.129,BMIM__TPES,train,train
[bmim]__[TPES]__R134a__323.15__0.2002,1316,[bmim],[TPES],R134a,323.15,0.2002,0.168,BMIM__TPES,train,train
[bmim]__[TPES]__R134a__323.15__0.2504,1317,[bmim],[TPES],R134a,323.15,0.2504,0.206,BMIM__TPES,train,train
[bmim]__[TPES]__R134a__323.1__0.3004,1318,[bmim],[TPES],R134a,323.1,0.3004,0.241,BMIM__TPES,train,train
[bmim]__[TPES]__R134a__323.15__0.3503,1319,[bmim],[TPES],R134a,323.15,0.3503,0.276,BMIM__TPES,train,train
[bmim]__[TPES]__R134a__348.1__0.0105,1320,[bmim],[TPES],R134a,348.1,0.0105,0.006,BMIM__TPES,train,train
[bmim]__[TPES]__R134a__348.1__0.0505,1321,[bmim],[TPES],R134a,348.1,0.0505,0.027,BMIM__TPES,train,train
[bmim]__[TPES]__R134a__348.1__0.1005,1322,[bmim],[TPES],R134a,348.1,0.1005,0.053,BMIM__TPES,train,train
[bmim]__[TPES]__R134a__348.1__0.1505,1323,[bmim],[TPES],R134a,348.1,0.1505,0.078,BMIM__TPES,train,train
[bmim]__[TPES]__R134a__347.9__0.2006,1324,[bmim],[TPES],R134a,347.9,0.2006,0.103,BMIM__TPES,train,train
[bmim]__[TPES]__R134a__348.1__0.2505,1325,[bmim],[TPES],R134a,348.1,0.2505,0.126,BMIM__TPES,train,train
[bmim]__[TPES]__R134a__348.1__0.3004,1326,[bmim],[TPES],R134a,348.1,0.3004,0.149,BMIM__TPES,train,val
[bmim]__[TPES]__R134a__348.1__0.3505,1327,[bmim],[TPES],R134a,348.1,0.3505,0.171,BMIM__TPES,train,train
[bmim]__[TTES]__R32__298.15__0.0095,1328,[bmim],[TTES],R32,298.15,0.0095,0.01,BMIM__TTES,train,train
[bmim]__[TTES]__R32__298.15__0.1003,1329,[bmim],[TTES],R32,298.15,0.1003,0.096,BMIM__TTES,val,train
[bmim]__[TTES]__R32__298.15__0.2503,1330,[bmim],[TTES],R32,298.15,0.2503,0.223,BMIM__TTES,train,train
[bmim]__[TTES]__R32__298.15__0.3996,1331,[bmim],[TTES],R32,298.15,0.3996,0.3339999999999999,BMIM__TTES,train,train
[bmim]__[TTES]__R32__298.15__0.55,1332,[bmim],[TTES],R32,298.15,0.55,0.428,BMIM__TTES,train,train
[bmim]__[TTES]__R32__298.15__0.6997,1333,[bmim],[TTES],R32,298.15,0.6997,0.51,BMIM__TTES,train,train
[bmim]__[TTES]__R32__298.15__0.8495,1334,[bmim],[TTES],R32,298.15,0.8495,0.583,BMIM__TTES,train,train
[bmim]__[TTES]__R32__298.15__0.9992,1335,[bmim],[TTES],R32,298.15,0.9992,0.65,BMIM__TTES,train,train
[bmim]__[TTES]__R134a__283.2__0.0103,1336,[bmim],[TTES],R134a,283.2,0.0103,0.026,BMIM__TTES,train,train
[bmim]__[TTES]__R134a__283.2__0.05,1337,[bmim],[TTES],R134a,283.2,0.05,0.1169999999999999,BMIM__TTES,train,train
[bmim]__[TTES]__R134a__283.15__0.1003,1338,[bmim],[TTES],R134a,283.15,0.1003,0.225,BMIM__TTES,train,val
[bmim]__[TTES]__R134a__283.15__0.1502,1339,[bmim],[TTES],R134a,283.15,0.1502,0.327,BMIM__TTES,train,train
[bmim]__[TTES]__R134a__282.1__0.2002,1340,[bmim],[TTES],R134a,282.1,0.2002,0.426,BMIM__TTES,train,train
[bmim]__[TTES]__R134a__283.1__0.2505,1341,[bmim],[TTES],R134a,283.1,0.2505,0.516,BMIM__TTES,train,train
[bmim]__[TTES]__R134a__283.1__0.2995,1342,[bmim],[TTES],R134a,283.1,0.2995,0.63,BMIM__TTES,train,train
[bmim]__[TTES]__R134a__283.1__0.3505,1343,[bmim],[TTES],R134a,283.1,0.3505,0.748,BMIM__TTES,train,train
[bmim]__[TTES]__R134a__298.1__0.0102,1344,[bmim],[TTES],R134a,298.1,0.0102,0.017,BMIM__TTES,train,train
[bmim]__[TTES]__R134a__298.1__0.0503,1345,[bmim],[TTES],R134a,298.1,0.0503,0.075,BMIM__TTES,train,train
[bmim]__[TTES]__R134a__298.2__0.1002,1346,[bmim],[TTES],R134a,298.2,0.1002,0.144,BMIM__TTES,train,train
[bmim]__[TTES]__R134a__298__0.1502,1347,[bmim],[TTES],R134a,298.0,0.1502,0.209,BMIM__TTES,train,train
[bmim]__[TTES]__R134a__298.1__0.2003,1348,[bmim],[TTES],R134a,298.1,0.2003,0.273,BMIM__TTES,train,train
[bmim]__[TTES]__R134a__298.15__0.2504,1349,[bmim],[TTES],R134a,298.15,0.2504,0.3329999999999999,BMIM__TTES,train,train
[bmim]__[TTES]__R134a__298.1__0.3001,1350,[bmim],[TTES],R134a,298.1,0.3001,0.392,BMIM__TTES,val,train
[bmim]__[TTES]__R134a__297.9__0.3501,1351,[bmim],[TTES],R134a,297.9,0.3501,0.4529999999999999,BMIM__TTES,val,train
[bmim]__[TTES]__R134a__323.15__0.0105,1352,[bmim],[TTES],R134a,323.15,0.0105,0.009,BMIM__TTES,train,train
[bmim]__[TTES]__R134a__323.15__0.0503,1353,[bmim],[TTES],R134a,323.15,0.0503,0.039,BMIM__TTES,train,train
[bmim]__[TTES]__R134a__323.15__0.1002,1354,[bmim],[TTES],R134a,323.15,0.1002,0.076,BMIM__TTES,train,train
[bmim]__[TTES]__R134a__323.15__0.1502,1355,[bmim],[TTES],R134a,323.15,0.1502,0.1119999999999999,BMIM__TTES,train,train
[bmim]__[TTES]__R134a__323.15__0.2003,1356,[bmim],[TTES],R134a,323.15,0.2003,0.146,BMIM__TTES,train,train
[bmim]__[TTES]__R134a__323.15__0.2503,1357,[bmim],[TTES],R134a,323.15,0.2503,0.18,BMIM__TTES,train,train
[bmim]__[TTES]__R134a__323.15__0.3004,1358,[bmim],[TTES],R134a,323.15,0.3004,0.213,BMIM__TTES,train,train
[bmim]__[TTES]__R134a__323.15__0.3502,1359,[bmim],[TTES],R134a,323.15,0.3502,0.245,BMIM__TTES,val,val
[bmim]__[TTES]__R134a__348.15__0.0103,1360,[bmim],[TTES],R134a,348.15,0.0103,0.005,BMIM__TTES,train,train
[bmim]__[TTES]__R134a__348.1__0.0505,1361,[bmim],[TTES],R134a,348.1,0.0505,0.023,BMIM__TTES,train,val
[bmim]__[TTES]__R134a__348.1__0.1005,1362,[bmim],[TTES],R134a,348.1,0.1005,0.045,BMIM__TTES,train,train
[bmim]__[TTES]__R134a__348.05__0.1503,1363,[bmim],[TTES],R134a,348.05,0.1503,0.067,BMIM__TTES,train,train
[bmim]__[TTES]__R134a__348.05__0.2004,1364,[bmim],[TTES],R134a,348.05,0.2004,0.088,BMIM__TTES,train,train
[bmim]__[TTES]__R134a__348.1__0.2504,1365,[bmim],[TTES],R134a,348.1,0.2504,0.109,BMIM__TTES,train,train
[bmim]__[TTES]__R134a__348.1__0.3002,1366,[bmim],[TTES],R134a,348.1,0.3002,0.129,BMIM__TTES,train,train
[bmim]__[TTES]__R134a__348.1__0.3504,1367,[bmim],[TTES],R134a,348.1,0.3504,0.149,BMIM__TTES,train,train
[hmim]__[BF4]__R32__303.2__0.0406,1368,[hmim],[BF4],R32,303.2,0.0406,0.028,HMIM__BF4,test,train
[hmim]__[BF4]__R32__313.2__0.048,1369,[hmim],[BF4],R32,313.2,0.048,0.02667,HMIM__BF4,test,train
[hmim]__[BF4]__R32__323.2__0.0539,1370,[hmim],[BF4],R32,323.2,0.0539,0.02396,HMIM__BF4,test,train
[hmim]__[BF4]__R32__333.2__0.0585,1371,[hmim],[BF4],R32,333.2,0.0585,0.0212,HMIM__BF4,test,train
[hmim]__[BF4]__R32__343.2__0.0603,1372,[hmim],[BF4],R32,343.2,0.0603,0.01795,HMIM__BF4,test,train
[hmim]__[BF4]__R161__303.2__0.0457,1373,[hmim],[BF4],R161,303.2,0.0457,0.02787,HMIM__BF4,test,val
[hmim]__[BF4]__R161__313.2__0.0492,1374,[hmim],[BF4],R161,313.2,0.0492,0.024,HMIM__BF4,test,train
[hmim]__[BF4]__R161__323.2__0.0571,1375,[hmim],[BF4],R161,323.2,0.0571,0.02231,HMIM__BF4,test,train
[hmim]__[BF4]__R161__333.2__0.0605,1376,[hmim],[BF4],R161,333.2,0.0605,0.01915,HMIM__BF4,test,train
[hmim]__[BF4]__R161__343.2__0.064,1377,[hmim],[BF4],R161,343.2,0.064,0.01662,HMIM__BF4,test,train
[hmim]__[BF4]__R152a__303.2__0.0326,1378,[hmim],[BF4],R152a,303.2,0.0326,0.03196,HMIM__BF4,test,train
[hmim]__[BF4]__R152a__313.2__0.0401,1379,[hmim],[BF4],R152a,313.2,0.0401,0.03038,HMIM__BF4,test,train
[hmim]__[BF4]__R152a__323.2__0.045,1380,[hmim],[BF4],R152a,323.2,0.045,0.02695,HMIM__BF4,test,train
[hmim]__[BF4]__R152a__333.2__0.0483,1381,[hmim],[BF4],R152a,333.2,0.0483,0.023,HMIM__BF4,test,train
[hmim]__[BF4]__R152a__343.2__0.0529,1382,[hmim],[BF4],R152a,343.2,0.0529,0.02011,HMIM__BF4,test,val
[hmim]__[BF4]__R143a__303.2__0.1076,1383,[hmim],[BF4],R143a,303.2,0.1076,0.02196,HMIM__BF4,test,train
[hmim]__[BF4]__R143a__313.2__0.1202,1384,[hmim],[BF4],R143a,313.2,0.1202,0.01997,HMIM__BF4,test,train
[hmim]__[BF4]__R143a__323.2__0.1361,1385,[hmim],[BF4],R143a,323.2,0.1361,0.01859,HMIM__BF4,test,val
[hmim]__[BF4]__R143a__333.2__0.152,1386,[hmim],[BF4],R143a,333.2,0.152,0.01725,HMIM__BF4,test,train
[hmim]__[BF4]__R143a__343.2__0.1569,1387,[hmim],[BF4],R143a,343.2,0.1569,0.01501,HMIM__BF4,test,train
[hmim]__[BF4]__R134a__298__0.081,1388,[hmim],[BF4],R134a,298.0,0.081,0.0438,HMIM__BF4,test,val
[hmim]__[BF4]__R134a__298__0.156,1389,[hmim],[BF4],R134a,298.0,0.156,0.1305,HMIM__BF4,test,train
[hmim]__[BF4]__R134a__298__0.242,1390,[hmim],[BF4],R134a,298.0,0.242,0.2236,HMIM__BF4,test,train
[hmim]__[BF4]__R134a__298__0.422,1391,[hmim],[BF4],R134a,298.0,0.422,0.4156,HMIM__BF4,test,val
[hmim]__[BF4]__R134a__298__0.512,1392,[hmim],[BF4],R134a,298.0,0.512,0.5222,HMIM__BF4,test,train
[hmim]__[BF4]__R134a__323__0.086,1393,[hmim],[BF4],R134a,323.0,0.086,0.0308,HMIM__BF4,test,train
[hmim]__[BF4]__R134a__323__0.17,1394,[hmim],[BF4],R134a,323.0,0.17,0.0761,HMIM__BF4,test,train
[hmim]__[BF4]__R134a__323__0.35,1395,[hmim],[BF4],R134a,323.0,0.35,0.1768,HMIM__BF4,test,train
[hmim]__[BF4]__R134a__323__0.53,1396,[hmim],[BF4],R134a,323.0,0.53,0.2734,HMIM__BF4,test,train
[hmim]__[BF4]__R134a__323__0.768,1397,[hmim],[BF4],R134a,323.0,0.768,0.3953,HMIM__BF4,test,train
[hmim]__[BF4]__R134a__323__1.06,1398,[hmim],[BF4],R134a,323.0,1.06,0.5737,HMIM__BF4,test,train
[hmim]__[BF4]__R134a__323__1.227,1399,[hmim],[BF4],R134a,323.0,1.227,0.7071,HMIM__BF4,test,val
[hmim]__[BF4]__R134a__348__0.612,1400,[hmim],[BF4],R134a,348.0,0.612,0.0,HMIM__BF4,test,train
[hmim]__[BF4]__R134a__348__0.986,1401,[hmim],[BF4],R134a,348.0,0.986,0.2006,HMIM__BF4,test,train
[hmim]__[BF4]__R134a__348__1.344,1402,[hmim],[BF4],R134a,348.0,1.344,0.3155,HMIM__BF4,test,train
[hmim]__[BF4]__R134a__348__1.662,1403,[hmim],[BF4],R134a,348.0,1.662,0.4292,HMIM__BF4,test,train
[hmim]__[BF4]__R134a__348__1.97,1404,[hmim],[BF4],R134a,348.0,1.97,0.5235,HMIM__BF4,test,val
[hmim]__[BF4]__R125__303.2__0.0954,1405,[hmim],[BF4],R125,303.2,0.0954,0.02953,HMIM__BF4,test,train
[hmim]__[BF4]__R125__313.2__0.1119,1406,[hmim],[BF4],R125,313.2,0.1119,0.02697,HMIM__BF4,test,train
[hmim]__[BF4]__R125__323.2__0.1243,1407,[hmim],[BF4],R125,323.2,0.1243,0.02359,HMIM__BF4,test,train
[hmim]__[BF4]__R125__333.2__0.1305,1408,[hmim],[BF4],R125,333.2,0.1305,0.01974,HMIM__BF4,test,train
[hmim]__[BF4]__R125__343.2__0.1294,1409,[hmim],[BF4],R125,343.2,0.1294,0.01592,HMIM__BF4,test,train
[hmim]__[BF4]__R245fa__303.15__0.011,1410,[hmim],[BF4],R245fa,303.15,0.011,0.0279,HMIM__BF4,test,train
[hmim]__[BF4]__R245fa__303.15__0.019,1411,[hmim],[BF4],R245fa,303.15,0.019,0.0496,HMIM__BF4,test,train
[hmim]__[BF4]__R245fa__303.15__0.029,1412,[hmim],[BF4],R245fa,303.15,0.029,0.0757,HMIM__BF4,test,train
[hmim]__[BF4]__R245fa__303.15__0.04,1413,[hmim],[BF4],R245fa,303.15,0.04,0.1044,HMIM__BF4,test,train
[hmim]__[BF4]__R245fa__303.15__0.051,1414,[hmim],[BF4],R245fa,303.15,0.051,0.1358,HMIM__BF4,test,train
[hmim]__[BF4]__R245fa__313.15__0.015,1415,[hmim],[BF4],R245fa,313.15,0.015,0.0264,HMIM__BF4,test,train
[hmim]__[BF4]__R245fa__313.15__0.025,1416,[hmim],[BF4],R245fa,313.15,0.025,0.0473,HMIM__BF4,test,train
[hmim]__[BF4]__R245fa__313.15__0.038,1417,[hmim],[BF4],R245fa,313.15,0.038,0.0715,HMIM__BF4,test,train
[hmim]__[BF4]__R245fa__313.15__0.052,1418,[hmim],[BF4],R245fa,313.15,0.052,0.1001,HMIM__BF4,test,train
[hmim]__[BF4]__R245fa__313.15__0.065,1419,[hmim],[BF4],R245fa,313.15,0.065,0.1251,HMIM__BF4,test,val
[hmim]__[BF4]__R245fa__323.15__0.019,1420,[hmim],[BF4],R245fa,323.15,0.019,0.0247,HMIM__BF4,test,train
[hmim]__[BF4]__R245fa__323.15__0.032,1421,[hmim],[BF4],R245fa,323.15,0.032,0.0445,HMIM__BF4,test,train
[hmim]__[BF4]__R245fa__323.15__0.048,1422,[hmim],[BF4],R245fa,323.15,0.048,0.0677,HMIM__BF4,test,train
[hmim]__[BF4]__R245fa__323.15__0.066,1423,[hmim],[BF4],R245fa,323.15,0.066,0.0951,HMIM__BF4,test,train
[hmim]__[BF4]__R245fa__323.15__0.081,1424,[hmim],[BF4],R245fa,323.15,0.081,0.1194,HMIM__BF4,test,train
[hmim]__[BF4]__R245fa__333.15__0.025,1425,[hmim],[BF4],R245fa,333.15,0.025,0.0234,HMIM__BF4,test,train
[hmim]__[BF4]__R245fa__333.15__0.04,1426,[hmim],[BF4],R245fa,333.15,0.04,0.0413,HMIM__BF4,test,train
[hmim]__[BF4]__R245fa__333.15__0.06,1427,[hmim],[BF4],R245fa,333.15,0.06,0.0634,HMIM__BF4,test,train
[hmim]__[BF4]__R245fa__333.15__0.082,1428,[hmim],[BF4],R245fa,333.15,0.082,0.0894,HMIM__BF4,test,val
[hmim]__[BF4]__R245fa__333.15__0.102,1429,[hmim],[BF4],R245fa,333.15,0.102,0.1126,HMIM__BF4,test,train
[hmim]__[BF4]__R245fa__343.15__0.03,1430,[hmim],[BF4],R245fa,343.15,0.03,0.0213,HMIM__BF4,test,train
[hmim]__[BF4]__R245fa__343.15__0.05,1431,[hmim],[BF4],R245fa,343.15,0.05,0.0394,HMIM__BF4,test,train
[hmim]__[BF4]__R245fa__343.15__0.073,1432,[hmim],[BF4],R245fa,343.15,0.073,0.0586,HMIM__BF4,test,train
[hmim]__[BF4]__R245fa__343.15__0.101,1433,[hmim],[BF4],R245fa,343.15,0.101,0.0831,HMIM__BF4,test,val
[hmim]__[BF4]__R245fa__343.15__0.125,1434,[hmim],[BF4],R245fa,343.15,0.125,0.1051,HMIM__BF4,test,train
[hmim]__[BF4]__R236fa__303.15__0.039,1435,[hmim],[BF4],R236fa,303.15,0.039,0.0456,HMIM__BF4,test,train
[hmim]__[BF4]__R236fa__303.15__0.058,1436,[hmim],[BF4],R236fa,303.15,0.058,0.0672,HMIM__BF4,test,train
[hmim]__[BF4]__R236fa__303.15__0.081,1437,[hmim],[BF4],R236fa,303.15,0.081,0.0977,HMIM__BF4,test,train
[hmim]__[BF4]__R236fa__303.15__0.098,1438,[hmim],[BF4],R236fa,303.15,0.098,0.1182,HMIM__BF4,test,train
[hmim]__[BF4]__R236fa__303.15__0.118,1439,[hmim],[BF4],R236fa,303.15,0.118,0.1462,HMIM__BF4,test,train
[hmim]__[BF4]__R236fa__313.15__0.05,1440,[hmim],[BF4],R236fa,313.15,0.05,0.0413,HMIM__BF4,test,train
[hmim]__[BF4]__R236fa__313.15__0.073,1441,[hmim],[BF4],R236fa,313.15,0.073,0.0613,HMIM__BF4,test,train
[hmim]__[BF4]__R236fa__313.15__0.103,1442,[hmim],[BF4],R236fa,313.15,0.103,0.0894,HMIM__BF4,test,train
[hmim]__[BF4]__R236fa__313.15__0.125,1443,[hmim],[BF4],R236fa,313.15,0.125,0.1085,HMIM__BF4,test,val
[hmim]__[BF4]__R236fa__313.15__0.151,1444,[hmim],[BF4],R236fa,313.15,0.151,0.1347,HMIM__BF4,test,train
[hmim]__[BF4]__R236fa__323.15__0.061,1445,[hmim],[BF4],R236fa,323.15,0.061,0.037,HMIM__BF4,test,train
[hmim]__[BF4]__R236fa__323.15__0.089,1446,[hmim],[BF4],R236fa,323.15,0.089,0.0552,HMIM__BF4,test,train
[hmim]__[BF4]__R236fa__323.15__0.127,1447,[hmim],[BF4],R236fa,323.15,0.127,0.0808,HMIM__BF4,test,train
[hmim]__[BF4]__R236fa__323.15__0.154,1448,[hmim],[BF4],R236fa,323.15,0.154,0.0982,HMIM__BF4,test,train
[hmim]__[BF4]__R236fa__323.15__0.188,1449,[hmim],[BF4],R236fa,323.15,0.188,0.1224,HMIM__BF4,test,train
[hmim]__[BF4]__R236fa__333.15__0.073,1450,[hmim],[BF4],R236fa,333.15,0.073,0.0325,HMIM__BF4,test,val
[hmim]__[BF4]__R236fa__333.15__0.106,1451,[hmim],[BF4],R236fa,333.15,0.106,0.0491,HMIM__BF4,test,train
[hmim]__[BF4]__R236fa__333.15__0.152,1452,[hmim],[BF4],R236fa,333.15,0.152,0.0722,HMIM__BF4,test,train
[hmim]__[BF4]__R236fa__333.15__0.184,1453,[hmim],[BF4],R236fa,333.15,0.184,0.088,HMIM__BF4,test,train
[hmim]__[BF4]__R236fa__333.15__0.225,1454,[hmim],[BF4],R236fa,333.15,0.225,0.1099,HMIM__BF4,test,train
[hmim]__[BF4]__R236fa__343.15__0.084,1455,[hmim],[BF4],R236fa,343.15,0.084,0.0285,HMIM__BF4,test,val
[hmim]__[BF4]__R236fa__343.15__0.123,1456,[hmim],[BF4],R236fa,343.15,0.123,0.0434,HMIM__BF4,test,train
[hmim]__[BF4]__R236fa__343.15__0.177,1457,[hmim],[BF4],R236fa,343.15,0.177,0.0638,HMIM__BF4,test,train
[hmim]__[BF4]__R236fa__343.15__0.214,1458,[hmim],[BF4],R236fa,343.15,0.214,0.0781,HMIM__BF4,test,train
[hmim]__[BF4]__R236fa__343.15__0.263,1459,[hmim],[BF4],R236fa,343.15,0.263,0.0978,HMIM__BF4,test,train
[hmim]__[BF4]__R227ea__303.15__0.073,1460,[hmim],[BF4],R227ea,303.15,0.073,0.039,HMIM__BF4,test,train
[hmim]__[BF4]__R227ea__303.15__0.097,1461,[hmim],[BF4],R227ea,303.15,0.097,0.054,HMIM__BF4,test,train
[hmim]__[BF4]__R227ea__303.15__0.134,1462,[hmim],[BF4],R227ea,303.15,0.134,0.0803,HMIM__BF4,test,train
[hmim]__[BF4]__R227ea__303.15__0.149,1463,[hmim],[BF4],R227ea,303.15,0.149,0.0922,HMIM__BF4,test,train
[hmim]__[BF4]__R227ea__303.15__0.178,1464,[hmim],[BF4],R227ea,303.15,0.178,0.115,HMIM__BF4,test,val
[hmim]__[BF4]__R227ea__313.15__0.087,1465,[hmim],[BF4],R227ea,313.15,0.087,0.0336,HMIM__BF4,test,train
[hmim]__[BF4]__R227ea__313.15__0.116,1466,[hmim],[BF4],R227ea,313.15,0.116,0.0465,HMIM__BF4,test,train
[hmim]__[BF4]__R227ea__313.15__0.163,1467,[hmim],[BF4],R227ea,313.15,0.163,0.0695,HMIM__BF4,test,val
[hmim]__[BF4]__R227ea__313.15__0.182,1468,[hmim],[BF4],R227ea,313.15,0.182,0.0799,HMIM__BF4,test,train
[hmim]__[BF4]__R227ea__313.15__0.218,1469,[hmim],[BF4],R227ea,313.15,0.218,0.1002,HMIM__BF4,test,train
[hmim]__[BF4]__R227ea__323.15__0.1,1470,[hmim],[BF4],R227ea,323.15,0.1,0.0285,HMIM__BF4,test,train
[hmim]__[BF4]__R227ea__323.15__0.135,1471,[hmim],[BF4],R227ea,323.15,0.135,0.0397,HMIM__BF4,test,train
[hmim]__[BF4]__R227ea__323.15__0.191,1472,[hmim],[BF4],R227ea,323.15,0.191,0.0594,HMIM__BF4,test,train
[hmim]__[BF4]__R227ea__323.15__0.214,1473,[hmim],[BF4],R227ea,323.15,0.214,0.0686,HMIM__BF4,test,val
[hmim]__[BF4]__R227ea__323.15__0.258,1474,[hmim],[BF4],R227ea,323.15,0.258,0.0861,HMIM__BF4,test,train
[hmim]__[BF4]__R227ea__333.15__0.114,1475,[hmim],[BF4],R227ea,333.15,0.114,0.0239,HMIM__BF4,test,train
[hmim]__[BF4]__R227ea__333.15__0.153,1476,[hmim],[BF4],R227ea,333.15,0.153,0.0336,HMIM__BF4,test,val
[hmim]__[BF4]__R227ea__333.15__0.217,1477,[hmim],[BF4],R227ea,333.15,0.217,0.0504,HMIM__BF4,test,train
[hmim]__[BF4]__R227ea__333.15__0.244,1478,[hmim],[BF4],R227ea,333.15,0.244,0.0585,HMIM__BF4,test,train
[hmim]__[BF4]__R227ea__333.15__0.296,1479,[hmim],[BF4],R227ea,333.15,0.296,0.0734,HMIM__BF4,test,train
