sample_id,dataset,split,mode,cation,anion,species,species_type,refrigerant,T_K,P_MPa,true_x1,pred_mu,pred_sigma,abs_error
[bmim]__[PF6]__R32__348.1__0.6997,M1_LORO,loro_R32,M0,[bmim],[PF6],R32,refrigerant,R32,348.1,0.6997,0.181999996304512,0.20170706808567043,0.04079963979172976,0.019707071781158436
[bmim]__[PF6]__R32__348.2__0.8496,M1_LORO,loro_R32,M0,[bmim],[PF6],R32,refrigerant,R32,348.2,0.8496,0.2140000015497207,0.2236447155475616,0.04128507907195374,0.009644713997840892
[bmim]__[PF6]__R32__348.2__0.9999,M1_LORO,loro_R32,M0,[bmim],[PF6],R32,refrigerant,R32,348.2,0.9999,0.2479999959468841,0.24260331988334655,0.041747437530338265,0.005396676063537553
[bmim]__[PF6]__R32__298.15__0.05,M1_LORO,loro_R32,M0,[bmim],[PF6],R32,refrigerant,R32,298.15,0.05,0.0390000008046627,0.1077326118946075,0.034139743594568256,0.0687326110899448
[bmim]__[PF6]__R32__298.15__0.1,M1_LORO,loro_R32,M0,[bmim],[PF6],R32,refrigerant,R32,298.15,0.1,0.0759999975562095,0.13740684092044825,0.036061486797838736,0.06140684336423875
[bmim]__[PF6]__R32__298.15__0.2,M1_LORO,loro_R32,M0,[bmim],[PF6],R32,refrigerant,R32,298.15,0.2,0.1459999978542328,0.1981020003557205,0.0397679361324975,0.05210200250148772
[bmim]__[PF6]__R32__298.15__0.4,M1_LORO,loro_R32,M0,[bmim],[PF6],R32,refrigerant,R32,298.15,0.4,0.2730000019073486,0.3109756410121918,0.06026664601039302,0.037975639104843195
[bmim]__[PF6]__R32__298.15__0.6,M1_LORO,loro_R32,M0,[bmim],[PF6],R32,refrigerant,R32,298.15,0.6,0.3840000033378601,0.405365788936615,0.07357525777591957,0.021365785598754905
[bmim]__[PF6]__R32__298.15__0.8,M1_LORO,loro_R32,M0,[bmim],[PF6],R32,refrigerant,R32,298.15,0.8,0.4830000102519989,0.474684077501297,0.07516109282877569,0.008315932750701915
[bmim]__[PF6]__R32__298.15__1,M1_LORO,loro_R32,M0,[bmim],[PF6],R32,refrigerant,R32,298.15,1.0,0.5740000009536743,0.5282994925975799,0.07434920570403554,0.045700508356094405
[bmim]__[SCN]__R32__298.15__0.0095,M1_LORO,loro_R32,M0,[bmim],[SCN],R32,refrigerant,R32,298.15,0.0095,0.0040000001899898,0.061460760235786394,0.03647565138924829,0.057460760045796595
[bmim]__[SCN]__R32__298.15__0.1003,M1_LORO,loro_R32,M0,[bmim],[SCN],R32,refrigerant,R32,298.15,0.1003,0.0410000011324882,0.10310279130935666,0.05909964798814304,0.06210279017686846
[bmim]__[SCN]__R32__298.15__0.2503,M1_LORO,loro_R32,M0,[bmim],[SCN],R32,refrigerant,R32,298.15,0.2503,0.1000000014901161,0.17634493708610527,0.08883201133633356,0.07634493559598916
[bmim]__[SCN]__R32__298.15__0.3996,M1_LORO,loro_R32,M0,[bmim],[SCN],R32,refrigerant,R32,298.15,0.3996,0.1580000072717666,0.24995574653148647,0.10123474738421415,0.09195573925971987
[bmim]__[SCN]__R32__298.15__0.55,M1_LORO,loro_R32,M0,[bmim],[SCN],R32,refrigerant,R32,298.15,0.55,0.2140000015497207,0.3174725532531738,0.11050363445782357,0.1034725517034531
[bmim]__[SCN]__R32__298.15__0.6997,M1_LORO,loro_R32,M0,[bmim],[SCN],R32,refrigerant,R32,298.15,0.6997,0.270000010728836,0.37372261881828306,0.1155761857472289,0.10372260808944705
[bmim]__[SCN]__R32__298.15__0.8495,M1_LORO,loro_R32,M0,[bmim],[SCN],R32,refrigerant,R32,298.15,0.8495,0.3240000009536743,0.42009088695049285,0.12016446704121547,0.09609088599681853
[bmim]__[SCN]__R32__298.15__0.9992,M1_LORO,loro_R32,M0,[bmim],[SCN],R32,refrigerant,R32,298.15,0.9992,0.3790000081062317,0.4572339117527008,0.11727751994970377,0.0782339036464691
[bmim]__[SCN]__R32__298.15__0.05,M1_LORO,loro_R32,M0,[bmim],[SCN],R32,refrigerant,R32,298.15,0.05,0.0040000001899898,0.07988158166408536,0.04624219983197935,0.07588158147409556
[bmim]__[SCN]__R32__298.15__0.1,M1_LORO,loro_R32,M0,[bmim],[SCN],R32,refrigerant,R32,298.15,0.1,0.0240000002086162,0.10296274125576015,0.05902103145526829,0.07896274104714394
[bmim]__[SCN]__R32__298.15__0.2,M1_LORO,loro_R32,M0,[bmim],[SCN],R32,refrigerant,R32,298.15,0.2,0.0570000000298023,0.15040870457887645,0.083791606648247,0.09340870454907416
[bmim]__[SCN]__R32__298.15__0.4,M1_LORO,loro_R32,M0,[bmim],[SCN],R32,refrigerant,R32,298.15,0.4,0.1270000040531158,0.2501430422067642,0.1012572152948833,0.12314303815364841
[bmim]__[SCN]__R32__298.15__0.6,M1_LORO,loro_R32,M0,[bmim],[SCN],R32,refrigerant,R32,298.15,0.6,0.2119999974966049,0.3377698570489883,0.11320685665783727,0.12576985955238343
[bmim]__[SCN]__R32__298.15__0.8,M1_LORO,loro_R32,M0,[bmim],[SCN],R32,refrigerant,R32,298.15,0.8,0.2800000011920929,0.4056219160556793,0.11907729613465613,0.12562191486358643
[bmim]__[SCN]__R32__298.15__1,M1_LORO,loro_R32,M0,[bmim],[SCN],R32,refrigerant,R32,298.15,1.0,0.3490000069141388,0.4574225604534149,0.11725194025666227,0.1084225535392761
[hmim]__[BF4]__R32__303.2__0.0406,M1_LORO,loro_R32,M0,[hmim],[BF4],R32,refrigerant,R32,303.2,0.0406,0.0280000008642673,0.0989220470190048,0.06081075781020748,0.07092204615473749
[hmim]__[BF4]__R32__313.2__0.048,M1_LORO,loro_R32,M0,[hmim],[BF4],R32,refrigerant,R32,313.2,0.048,0.0266699995845556,0.08389587551355358,0.05547742680709145,0.057225875928997985
[hmim]__[BF4]__R32__323.2__0.0539,M1_LORO,loro_R32,M0,[hmim],[BF4],R32,refrigerant,R32,323.2,0.0539,0.0239599999040365,0.07354280054569237,0.052864218344746576,0.04958280064165587
[hmim]__[BF4]__R32__333.2__0.0585,M1_LORO,loro_R32,M0,[hmim],[BF4],R32,refrigerant,R32,333.2,0.0585,0.0211999993771314,0.06598089002072807,0.05388265983237689,0.04478089064359667
[hmim]__[BF4]__R32__343.2__0.0603,M1_LORO,loro_R32,M0,[hmim],[BF4],R32,refrigerant,R32,343.2,0.0603,0.0179500002413988,0.0627732783555984,0.05676987781133036,0.0448232781141996
[hmim]__[Cl]__R32__298.15__0.05,M1_LORO,loro_R32,M0,[hmim],[Cl],R32,refrigerant,R32,298.15,0.05,0.0209999997168779,0.1068673133850097,0.06212586931701891,0.0858673136681318
[hmim]__[Cl]__R32__298.15__0.1,M1_LORO,loro_R32,M0,[hmim],[Cl],R32,refrigerant,R32,298.15,0.1,0.0439999997615814,0.12884688973426814,0.07319778760053597,0.08484688997268675
[hmim]__[Cl]__R32__298.15__0.2,M1_LORO,loro_R32,M0,[hmim],[Cl],R32,refrigerant,R32,298.15,0.2,0.0920000001788139,0.17110916376113888,0.0969482462004029,0.07910916358232498
[hmim]__[Cl]__R32__298.15__0.4,M1_LORO,loro_R32,M0,[hmim],[Cl],R32,refrigerant,R32,298.15,0.4,0.1860000044107437,0.2503600299358367,0.13272194176770943,0.06436002552509301
[hmim]__[Cl]__R32__298.15__0.6,M1_LORO,loro_R32,M0,[hmim],[Cl],R32,refrigerant,R32,298.15,0.6,0.2720000147819519,0.32611571103334425,0.13448171343108126,0.05411569625139234
[hmim]__[Cl]__R32__298.15__0.8,M1_LORO,loro_R32,M0,[hmim],[Cl],R32,refrigerant,R32,298.15,0.8,0.6449999809265137,0.3914402812719345,0.13287761499597261,0.2535596996545792
[hmim]__[Cl]__R32__298.15__1,M1_LORO,loro_R32,M0,[hmim],[Cl],R32,refrigerant,R32,298.15,1.0,0.4099999964237213,0.44492144882678986,0.12692958539459595,0.03492145240306854
[hmim]__[Tf2N]__R32__302.7__0.1144,M1_LORO,loro_R32,M0,[hmim],[Tf2N],R32,refrigerant,R32,302.7,0.1144,0.1114000007510185,0.19451700448989862,0.046083788049670116,0.08311700373888012
[hmim]__[Tf2N]__R32__303.3__0.2108,M1_LORO,loro_R32,M0,[hmim],[Tf2N],R32,refrigerant,R32,303.3,0.2108,0.1979999989271164,0.2451628178358078,0.043661724509120335,0.047162818908691395
[hmim]__[Tf2N]__R32__302.9__0.3021,M1_LORO,loro_R32,M0,[hmim],[Tf2N],R32,refrigerant,R32,302.9,0.3021,0.2806000113487243,0.29665361344814295,0.04560022137883427,0.01605360209941864
[hmim]__[Tf2N]__R32__302.5__0.4142,M1_LORO,loro_R32,M0,[hmim],[Tf2N],R32,refrigerant,R32,302.5,0.4142,0.3621000051498413,0.3546279788017273,0.05200124005189466,0.007472026348114003
[hmim]__[Tf2N]__R32__302.9__0.5136,M1_LORO,loro_R32,M0,[hmim],[Tf2N],R32,refrigerant,R32,302.9,0.5136,0.4192000031471252,0.3967562913894653,0.05627852367186895,0.022443711757659912
[hmim]__[Tf2N]__R32__303.4__0.5854,M1_LORO,loro_R32,M0,[hmim],[Tf2N],R32,refrigerant,R32,303.4,0.5854,0.454800009727478,0.4222287893295288,0.058283287388611556,0.03257122039794924
[hmim]__[Tf2N]__R32__303.5__0.6395,M1_LORO,loro_R32,M0,[hmim],[Tf2N],R32,refrigerant,R32,303.5,0.6395,0.4972000122070312,0.4407200276851654,0.06086572659659009,0.05647998452186581
[hmim]__[Tf2N]__R32__313.9__0.139,M1_LORO,loro_R32,M0,[hmim],[Tf2N],R32,refrigerant,R32,313.9,0.139,0.1059999987483024,0.17297790646553038,0.04804655107316937,0.06697790771722797
[hmim]__[Tf2N]__R32__313.2__0.2507,M1_LORO,loro_R32,M0,[hmim],[Tf2N],R32,refrigerant,R32,313.2,0.2507,0.1906999945640564,0.23096357882022853,0.046625664241475684,0.04026358425617213
[hmim]__[Tf2N]__R32__313__0.3633,M1_LORO,loro_R32,M0,[hmim],[Tf2N],R32,refrigerant,R32,313.0,0.3633,0.2714000046253204,0.2851281940937042,0.04858854109275451,0.013728189468383833
[hmim]__[Tf2N]__R32__313.9__0.5097,M1_LORO,loro_R32,M0,[hmim],[Tf2N],R32,refrigerant,R32,313.9,0.5097,0.3504000008106231,0.34045676589012147,0.0528008743115659,0.009943234920501642
[hmim]__[Tf2N]__R32__312.5__0.6137,M1_LORO,loro_R32,M0,[hmim],[Tf2N],R32,refrigerant,R32,312.5,0.6137,0.4088000059127807,0.3824322521686554,0.05505996851806039,0.02636775374412531
[hmim]__[Tf2N]__R32__312.2__0.6931,M1_LORO,loro_R32,M0,[hmim],[Tf2N],R32,refrigerant,R32,312.2,0.6931,0.4447000026702881,0.4080241024494171,0.05698136416736266,0.03667590022087097
[hmim]__[Tf2N]__R32__313.4__0.7787,M1_LORO,loro_R32,M0,[hmim],[Tf2N],R32,refrigerant,R32,313.4,0.7787,0.4857999980449676,0.4242002308368683,0.05850677229264358,0.06159976720809929
[hmim]__[Tf2N]__R32__323.6__0.1615,M1_LORO,loro_R32,M0,[hmim],[Tf2N],R32,refrigerant,R32,323.6,0.1615,0.1013000011444091,0.16221470832824705,0.05001694972215902,0.06091470718383796
[hmim]__[Tf2N]__R32__323.9__0.2957,M1_LORO,loro_R32,M0,[hmim],[Tf2N],R32,refrigerant,R32,323.9,0.2957,0.182899996638298,0.2202055990695953,0.046821178372561695,0.0373056024312973
[hmim]__[Tf2N]__R32__323.2__0.4284,M1_LORO,loro_R32,M0,[hmim],[Tf2N],R32,refrigerant,R32,323.2,0.4284,0.2617999911308288,0.2717202365398407,0.046982146557869246,0.009920245409011874
[hmim]__[Tf2N]__R32__323.9__0.6002,M1_LORO,loro_R32,M0,[hmim],[Tf2N],R32,refrigerant,R32,323.9,0.6002,0.339599996805191,0.3228269100189209,0.04823081212730598,0.016773086786270097
[hmim]__[Tf2N]__R32__322.6__0.7404,M1_LORO,loro_R32,M0,[hmim],[Tf2N],R32,refrigerant,R32,322.6,0.7404,0.3953999876976013,0.36462018489837644,0.051659340462936264,0.030779802799224876
[hmim]__[Tf2N]__R32__324.1__0.8482,M1_LORO,loro_R32,M0,[hmim],[Tf2N],R32,refrigerant,R32,324.1,0.8482,0.430400013923645,0.37894067764282224,0.05453848414824519,0.051459336280822776
[hmim]__[Tf2N]__R32__322.4__0.9028,M1_LORO,loro_R32,M0,[hmim],[Tf2N],R32,refrigerant,R32,322.4,0.9028,0.4760000109672546,0.3993719220161438,0.056863959680485084,0.07662808895111078
[hmim]__[Tf2N]__R32__332.6__0.1826,M1_LORO,loro_R32,M0,[hmim],[Tf2N],R32,refrigerant,R32,332.6,0.1826,0.0970999971032142,0.1551123648881912,0.05327379596167729,0.058012367784976995
[hmim]__[Tf2N]__R32__333.4__0.3387,M1_LORO,loro_R32,M0,[hmim],[Tf2N],R32,refrigerant,R32,333.4,0.3387,0.1755000054836273,0.21093624830245966,0.04560195852478943,0.03543624281883237
[hmim]__[Tf2N]__R32__332.6__0.4921,M1_LORO,loro_R32,M0,[hmim],[Tf2N],R32,refrigerant,R32,332.6,0.4921,0.252700001001358,0.25772876739501954,0.0417154395467065,0.005028766393661566
[hmim]__[Tf2N]__R32__332.6__0.6826,M1_LORO,loro_R32,M0,[hmim],[Tf2N],R32,refrigerant,R32,332.6,0.6826,0.3298999965190887,0.3010956615209579,0.04463190303431496,0.028804334998130787
[hmim]__[Tf2N]__R32__333.5__0.8613,M1_LORO,loro_R32,M0,[hmim],[Tf2N],R32,refrigerant,R32,333.5,0.8613,0.3833999931812286,0.33157537579536434,0.051373983524408126,0.05182461738586425
[hmim]__[Tf2N]__R32__333.7__0.9776,M1_LORO,loro_R32,M0,[hmim],[Tf2N],R32,refrigerant,R32,333.7,0.9776,0.4185999929904938,0.3484851777553558,0.056118251760551595,0.07011481523513796
[hmim]__[Tf2N]__R32__333__1.0686,M1_LORO,loro_R32,M0,[hmim],[Tf2N],R32,refrigerant,R32,333.0,1.0686,0.4625999927520752,0.3655398428440094,0.058164945698333255,0.09706014990806577
[hmim]__[Tf2N]__R32__343.2__0.2081,M1_LORO,loro_R32,M0,[hmim],[Tf2N],R32,refrigerant,R32,343.2,0.2081,0.092299997806549,0.14795864075422283,0.05513769273005918,0.05565864294767382
[hmim]__[Tf2N]__R32__342.9__0.3815,M1_LORO,loro_R32,M0,[hmim],[Tf2N],R32,refrigerant,R32,342.9,0.3815,0.1686999946832656,0.20017240643501277,0.04312918224704959,0.03147241175174717
[hmim]__[Tf2N]__R32__343.3__0.5634,M1_LORO,loro_R32,M0,[hmim],[Tf2N],R32,refrigerant,R32,343.3,0.5634,0.2430000007152557,0.24159083664417264,0.03792789446296604,0.0014091640710830744
[hmim]__[Tf2N]__R32__343.3__0.7914,M1_LORO,loro_R32,M0,[hmim],[Tf2N],R32,refrigerant,R32,343.3,0.7914,0.3172999918460846,0.2775327295064926,0.042087789424227126,0.03976726233959199
[hmim]__[Tf2N]__R32__343.1__0.9794,M1_LORO,loro_R32,M0,[hmim],[Tf2N],R32,refrigerant,R32,343.1,0.9794,0.3716999888420105,0.3042493164539337,0.050538322424742634,0.06745067238807678
[hmim]__[Tf2N]__R32__344.1__1.1307,M1_LORO,loro_R32,M0,[hmim],[Tf2N],R32,refrigerant,R32,344.1,1.1307,0.4045999944210052,0.31861517429351804,0.053757887690641805,0.08598482012748715
[hmim]__[Tf2N]__R32__342.6__1.2208,M1_LORO,loro_R32,M0,[hmim],[Tf2N],R32,refrigerant,R32,342.6,1.2208,0.4505999982357025,0.33703635931015014,0.05548206763380101,0.11356363892555238
[pmpy]__[Tf2N]__R32__283.15__0.0102,M1_LORO,loro_R32,M0,[pmpy],[Tf2N],R32,refrigerant,R32,283.15,0.0102,0.0149999996647238,0.2867958515882492,0.31491165118277425,0.2717958519235254
[pmpy]__[Tf2N]__R32__283.15__0.1,M1_LORO,loro_R32,M0,[pmpy],[Tf2N],R32,refrigerant,R32,283.15,0.1,0.1400000005960464,0.31035584658384324,0.31947508473614855,0.17035584598779685
[pmpy]__[Tf2N]__R32__283.15__0.2494,M1_LORO,loro_R32,M0,[pmpy],[Tf2N],R32,refrigerant,R32,283.15,0.2494,0.3129999935626983,0.35164898335933686,0.3247408346940647,0.038648989796638555
[pmpy]__[Tf2N]__R32__283.15__0.3996,M1_LORO,loro_R32,M0,[pmpy],[Tf2N],R32,refrigerant,R32,283.15,0.3996,0.4550000131130218,0.39328662157058714,0.3309989655362757,0.06171339154243466
[pmpy]__[Tf2N]__R32__283.15__0.5493,M1_LORO,loro_R32,M0,[pmpy],[Tf2N],R32,refrigerant,R32,283.15,0.5493,0.5730000138282776,0.43508080281317235,0.33380179106778524,0.13791921101510524
[pmpy]__[Tf2N]__R32__283.15__0.6996,M1_LORO,loro_R32,M0,[pmpy],[Tf2N],R32,refrigerant,R32,283.15,0.6996,0.6830000281333923,0.48431658893823626,0.3215370528780749,0.19868343919515608
[pmpy]__[Tf2N]__R32__283.15__0.8495,M1_LORO,loro_R32,M0,[pmpy],[Tf2N],R32,refrigerant,R32,283.15,0.8495,0.7820000052452087,0.529339861869812,0.313060934462448,0.2526601433753968
[pmpy]__[Tf2N]__R32__298.05__0.0095,M1_LORO,loro_R32,M0,[pmpy],[Tf2N],R32,refrigerant,R32,298.05,0.0095,0.0099999997764825,0.23624141216278077,0.26848396421249554,0.22624141238629827
[pmpy]__[Tf2N]__R32__298.05__0.1002,M1_LORO,loro_R32,M0,[pmpy],[Tf2N],R32,refrigerant,R32,298.05,0.1002,0.096000000834465,0.2528027772903442,0.279712049525045,0.15680277645587923
[pmpy]__[Tf2N]__R32__298.05__0.2503,M1_LORO,loro_R32,M0,[pmpy],[Tf2N],R32,refrigerant,R32,298.05,0.2503,0.2220000028610229,0.2854615829885006,0.29139633047934116,0.06346158012747771
[pmpy]__[Tf2N]__R32__298.05__0.3996,M1_LORO,loro_R32,M0,[pmpy],[Tf2N],R32,refrigerant,R32,298.05,0.3996,0.3300000131130218,0.32111034393310545,0.29841242633998355,0.008889669179916349
[pmpy]__[Tf2N]__R32__298.05__0.5497,M1_LORO,loro_R32,M0,[pmpy],[Tf2N],R32,refrigerant,R32,298.05,0.5497,0.421999990940094,0.35737825334072115,0.30390887390001264,0.06462173759937284
[pmpy]__[Tf2N]__R32__298.05__0.6992,M1_LORO,loro_R32,M0,[pmpy],[Tf2N],R32,refrigerant,R32,298.05,0.6992,0.5070000290870667,0.3933265060186386,0.31092403381736167,0.11367352306842804
[pmpy]__[Tf2N]__R32__298.05__0.8496,M1_LORO,loro_R32,M0,[pmpy],[Tf2N],R32,refrigerant,R32,298.05,0.8496,0.5799999833106995,0.4343397095799446,0.30862122882756177,0.14566027373075485
[pmpy]__[Tf2N]__R32__298.05__1.0004,M1_LORO,loro_R32,M0,[pmpy],[Tf2N],R32,refrigerant,R32,298.05,1.0004,0.6449999809265137,0.47558892965316774,0.30342019580306007,0.16941105127334594
[pmpy]__[Tf2N]__R32__323.15__0.0103,M1_LORO,loro_R32,M0,[pmpy],[Tf2N],R32,refrigerant,R32,323.15,0.0103,0.0070000002160668,0.14944127798080442,0.1881936394575971,0.1424412777647376
[pmpy]__[Tf2N]__R32__323.15__0.1003,M1_LORO,loro_R32,M0,[pmpy],[Tf2N],R32,refrigerant,R32,323.15,0.1003,0.0579999983310699,0.16397687494754792,0.19635342209777992,0.10597687661647803
[pmpy]__[Tf2N]__R32__323.15__0.2498,M1_LORO,loro_R32,M0,[pmpy],[Tf2N],R32,refrigerant,R32,323.15,0.2498,0.1379999965429306,0.18836157619953156,0.2108102087284958,0.05036157965660096
[pmpy]__[Tf2N]__R32__323.15__0.4,M1_LORO,loro_R32,M0,[pmpy],[Tf2N],R32,refrigerant,R32,323.15,0.4,0.2080000042915344,0.21277832984924316,0.22781791583243924,0.004778325557708768
[pmpy]__[Tf2N]__R32__323.15__0.5494,M1_LORO,loro_R32,M0,[pmpy],[Tf2N],R32,refrigerant,R32,323.15,0.5494,0.2720000147819519,0.2398389618843794,0.24130912736116394,0.03216105289757251
[pmpy]__[Tf2N]__R32__323.15__0.6994,M1_LORO,loro_R32,M0,[pmpy],[Tf2N],R32,refrigerant,R32,323.15,0.6994,0.3300000131130218,0.2702429249882698,0.2507089955068982,0.059757088124752
[pmpy]__[Tf2N]__R32__323.15__0.8503,M1_LORO,loro_R32,M0,[pmpy],[Tf2N],R32,refrigerant,R32,323.15,0.8503,0.3819999992847442,0.3022620052099228,0.25872265143704043,0.0797379940748214
[pmpy]__[Tf2N]__R32__323.15__0.9994,M1_LORO,loro_R32,M0,[pmpy],[Tf2N],R32,refrigerant,R32,323.15,0.9994,0.4329999983310699,0.3332324981689453,0.26691203315849427,0.0997675001621246
[pmpy]__[Tf2N]__R32__348.05__0.0103,M1_LORO,loro_R32,M0,[pmpy],[Tf2N],R32,refrigerant,R32,348.05,0.0103,0.003000000026077,0.07249680832028389,0.11062093886147795,0.06949680829420689
[pmpy]__[Tf2N]__R32__348.05__0.1002,M1_LORO,loro_R32,M0,[pmpy],[Tf2N],R32,refrigerant,R32,348.05,0.1002,0.0370000004768371,0.08537545278668403,0.1165179277485713,0.048375452309846925
[pmpy]__[Tf2N]__R32__348.05__0.2502,M1_LORO,loro_R32,M0,[pmpy],[Tf2N],R32,refrigerant,R32,348.05,0.2502,0.0900000035762786,0.10663821995258327,0.1282053151367592,0.016638216376304665
[pmpy]__[Tf2N]__R32__348.05__0.4002,M1_LORO,loro_R32,M0,[pmpy],[Tf2N],R32,refrigerant,R32,348.05,0.4002,0.1389999985694885,0.12714412510395048,0.14169639893597674,0.011855873465538014
[pmpy]__[Tf2N]__R32__348.05__0.5493,M1_LORO,loro_R32,M0,[pmpy],[Tf2N],R32,refrigerant,R32,348.05,0.5493,0.1840000003576278,0.14717498421669004,0.15584575471249268,0.03682501614093778
[pmpy]__[Tf2N]__R32__348.05__0.7003,M1_LORO,loro_R32,M0,[pmpy],[Tf2N],R32,refrigerant,R32,348.05,0.7003,0.2259999960660934,0.1678812593221664,0.17179143758512694,0.05811873674392698
[pmpy]__[Tf2N]__R32__348.05__0.8493,M1_LORO,loro_R32,M0,[pmpy],[Tf2N],R32,refrigerant,R32,348.05,0.8493,0.2649999856948852,0.1876556873321533,0.18779805190492507,0.0773442983627319
[pmpy]__[Tf2N]__R32__348.05__1.0002,M1_LORO,loro_R32,M0,[pmpy],[Tf2N],R32,refrigerant,R32,348.05,1.0002,0.3039999902248382,0.21358730494976044,0.1961600599584171,0.09041268527507776
[emim]__[BF4]__R134a__283.15__0.0374,M1_LORO,loro_R134a,M0,[emim],[BF4],R134A,refrigerant,R134A,283.15,0.0374,0.0212999992072582,0.013562720548361482,0.007132564486368004,0.007737278658896719
[emim]__[BF4]__R134a__283.15__0.1261,M1_LORO,loro_R134a,M0,[emim],[BF4],R134A,refrigerant,R134A,283.15,0.1261,0.0887999981641769,0.034511700645089106,0.008707595159773965,0.05428829751908779
[emim]__[BF4]__R134a__283.15__0.1994,M1_LORO,loro_R134a,M0,[emim],[BF4],R134A,refrigerant,R134A,283.15,0.1994,0.1537999957799911,0.05256440192461011,0.009426859249372121,0.10123559385538099
[emim]__[BF4]__R134a__283.15__0.2517,M1_LORO,loro_R134a,M0,[emim],[BF4],R134A,refrigerant,R134A,283.15,0.2517,0.2073000073432922,0.06604641005396839,0.009334777399257702,0.14125359728932382
[emim]__[BF4]__R134a__283.15__0.2899,M1_LORO,loro_R134a,M0,[emim],[BF4],R134A,refrigerant,R134A,283.15,0.2899,0.2518999874591827,0.07593518793582912,0.008661449756093542,0.17596479952335356
[emim]__[BF4]__R134a__283.15__0.3182,M1_LORO,loro_R134a,M0,[emim],[BF4],R134A,refrigerant,R134A,283.15,0.3182,0.2885000109672546,0.08338054120540614,0.007979467646359553,0.20511946976184844
[emim]__[BF4]__R134a__283.15__0.34,M1_LORO,loro_R134a,M0,[emim],[BF4],R134A,refrigerant,R134A,283.15,0.34,0.3203999996185303,0.08918085694313047,0.007422705702958169,0.2312191426753998
[emim]__[BF4]__R134a__283.15__0.3567,M1_LORO,loro_R134a,M0,[emim],[BF4],R134A,refrigerant,R134A,283.15,0.3567,0.3472999930381775,0.09352695345878596,0.007023626703792449,0.2537730395793915
[emim]__[BF4]__R134a__283.15__0.3697,M1_LORO,loro_R134a,M0,[emim],[BF4],R134A,refrigerant,R134A,283.15,0.3697,0.3713000118732452,0.0969720602035522,0.0067756000030802415,0.274327951669693
[emim]__[BF4]__R134a__283.15__0.3806,M1_LORO,loro_R134a,M0,[emim],[BF4],R134A,refrigerant,R134A,283.15,0.3806,0.3914999961853027,0.0999008804559707,0.006657696971164211,0.29159911572933195
[emim]__[BF4]__R134a__283.15__0.389,M1_LORO,loro_R134a,M0,[emim],[BF4],R134A,refrigerant,R134A,283.15,0.389,0.4095999896526336,0.10219462513923638,0.006548034140479619,0.30740536451339723
[emim]__[BF4]__R134a__283.15__0.3956,M1_LORO,loro_R134a,M0,[emim],[BF4],R134A,refrigerant,R134A,283.15,0.3956,0.4266000092029571,0.10396043062210078,0.006464104514960847,0.32263957858085635
[emim]__[BF4]__R134a__293.15__0.043,M1_LORO,loro_R134a,M0,[emim],[BF4],R134A,refrigerant,R134A,293.15,0.043,0.0185000002384185,0.0064777221530675595,0.005961515148948038,0.012022278085350939
[emim]__[BF4]__R134a__293.15__0.1511,M1_LORO,loro_R134a,M0,[emim],[BF4],R134A,refrigerant,R134A,293.15,0.1511,0.0760999992489814,0.023238412290811503,0.011943006215716345,0.05286158695816991
[emim]__[BF4]__R134a__293.15__0.2439,M1_LORO,loro_R134a,M0,[emim],[BF4],R134A,refrigerant,R134A,293.15,0.2439,0.13230000436306,0.04121915809810156,0.012180280691098173,0.09108084626495844
[emim]__[BF4]__R134a__293.15__0.3083,M1_LORO,loro_R134a,M0,[emim],[BF4],R134A,refrigerant,R134A,293.15,0.3083,0.1749999970197677,0.05348833277821534,0.013050519927993174,0.12151166424155237
[emim]__[BF4]__R134a__293.15__0.3525,M1_LORO,loro_R134a,M0,[emim],[BF4],R134A,refrigerant,R134A,293.15,0.3525,0.2075999975204467,0.06239224299788472,0.012913317680309577,0.14520775452256196
[emim]__[BF4]__R134a__293.15__0.3866,M1_LORO,loro_R134a,M0,[emim],[BF4],R134A,refrigerant,R134A,293.15,0.3866,0.2352000027894973,0.06928940117359156,0.012289817654491804,0.16591060161590573
[emim]__[BF4]__R134a__303.15__0.0473,M1_LORO,loro_R134a,M0,[emim],[BF4],R134A,refrigerant,R134A,303.15,0.0473,0.0167999994009733,0.00349703282117842,0.006046212447312096,0.013302966579794878
[emim]__[BF4]__R134a__303.15__0.1574,M1_LORO,loro_R134a,M0,[emim],[BF4],R134A,refrigerant,R134A,303.15,0.1574,0.0582999996840953,0.01537076644599436,0.01155652738866817,0.04292923323810094
[emim]__[BF4]__R134a__303.15__0.2685,M1_LORO,loro_R134a,M0,[emim],[BF4],R134A,refrigerant,R134A,303.15,0.2685,0.1028999984264373,0.02899883240461344,0.01723569481511639,0.07390116602182385
[emim]__[BF4]__R134a__303.15__0.3402,M1_LORO,loro_R134a,M0,[emim],[BF4],R134A,refrigerant,R134A,303.15,0.3402,0.1342999935150146,0.0401762772351503,0.01751088551264432,0.0941237162798643
[emim]__[BF4]__R134a__303.15__0.3952,M1_LORO,loro_R134a,M0,[emim],[BF4],R134A,refrigerant,R134A,303.15,0.3952,0.1606999933719635,0.04838908687233921,0.01795043962677592,0.11231090649962429
[emim]__[BF4]__R134a__303.15__0.4335,M1_LORO,loro_R134a,M0,[emim],[BF4],R134A,refrigerant,R134A,303.15,0.4335,0.1788000017404556,0.05456403158605094,0.0178235687431225,0.12423597015440466
